filename;ocr_text;label;source_map
img20251126_13115718_43.jpg;ов;;img20251126_13115718.tif
img20251126_13115718_44.jpg;ee;;img20251126_13115718.tif
img20251126_13115718_45.jpg;KO;;img20251126_13115718.tif
img20251126_13115718_46.jpg;6);;img20251126_13115718.tif
img20251126_13115718_47.jpg;fl.;;img20251126_13115718.tif
img20251126_13115718_48.jpg;fla;;img20251126_13115718.tif
img20251126_13115718_49.jpg;узуйки;;img20251126_13115718.tif
img20251126_13115718_50.jpg;ne;;img20251126_13115718.tif
img20251126_13115718_51.jpg;one;;img20251126_13115718.tif
img20251126_13115718_52.jpg;мольки;;img20251126_13115718.tif
img20251126_13115718_53.jpg;Banose.;;img20251126_13115718.tif
img20251126_13115718_54.jpg;0.;;img20251126_13115718.tif
img20251126_13115718_55.jpg;bl;;img20251126_13115718.tif
img20251126_13115718_56.jpg;Плотинка;;img20251126_13115718.tif
img20251126_13115718_57.jpg;Ковров;;img20251126_13115718.tif
img20251126_13115718_58.jpg;Владимир;;img20251126_13115718.tif
img20251126_13115718_59.jpg;Шульгин;;img20251126_13115718.tif
img20251126_13115718_60.jpg;43°;;img20251126_13115718.tif
img20251126_13115718_61.jpg;Павлово;;img20251126_13115718.tif
img20251126_13115718_62.jpg;1000;;img20251126_13115718.tif
img20251126_13115718_63.jpg;000;;img20251126_13115718.tif
img20251126_13115718_64.jpg;ГОРЬКИЙ;;img20251126_13115718.tif
img20251126_13115718_65.jpg;ЧЕБОКСАРЫ;;img20251126_13115718.tif
img20251126_13115718_66.jpg;БОР;;img20251126_13115718.tif
img20251126_13115718_67.jpg;ВЕТЛУГА;;img20251126_13115718.tif
img20251126_13115718_68.jpg;ПИЖМА;;img20251126_13115718.tif
img20251126_13115718_69.jpg;КЕРЖЕНЕЦ;;img20251126_13115718.tif
img20251126_13115718_70.jpg;Пенякша;;img20251126_13115718.tif
img20251126_13115718_71.jpg;Ямново;;img20251126_13115718.tif
img20251126_13115718_72.jpg;Шоршелы;;img20251126_13115718.tif
img20251126_13115718_73.jpg;от;;img20251126_13115718.tif
img20251126_13115718_74.jpg;100000;;img20251126_13115718.tif
img20251126_13115718_75.jpg;до;;img20251126_13115718.tif
img20251126_13115718_76.jpg;500000;;img20251126_13115718.tif
img20251126_13115718_77.jpg;от;;img20251126_13115718.tif
img20251126_13115718_78.jpg;50000;;img20251126_13115718.tif
img20251126_13115718_79.jpg;до;;img20251126_13115718.tif
img20251126_13115718_80.jpg;100000;;img20251126_13115718.tif
img20251126_13115718_81.jpg;от.10000;;img20251126_13115718.tif
img20251126_13115718_82.jpg;00;;img20251126_13115718.tif
img20251126_13115718_83.jpg;50000;;img20251126_13115718.tif
img20251126_13115718_84.jpg;от;;img20251126_13115718.tif
img20251126_13115718_85.jpg;2000;;img20251126_13115718.tif
img20251126_13115718_86.jpg;до;;img20251126_13115718.tif
img20251126_13115718_87.jpg;10000;;img20251126_13115718.tif
img20251126_13115718_88.jpg;менее;;img20251126_13115718.tif
img20251126_13115718_89.jpg;2000;;img20251126_13115718.tif
img20251126_13115718_90.jpg;типа;;img20251126_13115718.tif
img20251126_13115718_91.jpg;количеством;;img20251126_13115718.tif
img20251126_13115718_92.jpg;жителей:;;img20251126_13115718.tif
img20251126_13115718_93.jpg;1000;;img20251126_13115718.tif
img20251126_13115718_94.jpg;более;;img20251126_13115718.tif
img20251126_13115718_95.jpg;1000;;img20251126_13115718.tif
img20251126_13115718_96.jpg;000;;img20251126_13115718.tif
img20251126_13115718_97.jpg;жителей;;img20251126_13115718.tif
img20251126_13115718_98.jpg;более;;img20251126_13115718.tif
img20251126_13115718_99.jpg;Автодороги:;;img20251126_13115718.tif
img20251126_13115718_100.jpg;ws;;img20251126_13115718.tif
img20251126_13115718_101.jpg;ee;;img20251126_13115718.tif
img20251126_13115718_102.jpg;182;;img20251126_13115718.tif
img20251126_13115718_103.jpg;усовершенствованным;;img20251126_13115718.tif
img20251126_13115718_104.jpg;покрытием,;;img20251126_13115718.tif
img20251126_13115718_105.jpg;номера;;img20251126_13115718.tif
img20251126_13115718_106.jpg;дорог,;;img20251126_13115718.tif
img20251126_13115718_107.jpg;покрытием;;img20251126_13115718.tif
img20251126_13115718_108.jpg;мосты;;img20251126_13115718.tif
img20251126_13115718_109.jpg;без;;img20251126_13115718.tif
img20251126_13115718_110.jpg;покрытия;;img20251126_13115718.tif
img20251126_13115718_111.jpg;Грунтовые;;img20251126_13115718.tif
img20251126_13115718_112.jpg;дороги;;img20251126_13115718.tif
img20251126_13115718_113.jpg;Аэродромы;;img20251126_13115718.tif
img20251126_13115718_114.jpg;Границы;;img20251126_13115718.tif
img20251126_13115718_115.jpg;АССР;;img20251126_13115718.tif
img20251126_13115718_116.jpg;областей;;img20251126_13115718.tif
img20251126_13115718_117.jpg;Отметки;;img20251126_13115718.tif
img20251126_13115718_118.jpg;высот;;img20251126_13115718.tif
img20251126_13115718_119.jpg;Крупные;;img20251126_13115718.tif
img20251126_13115718_120.jpg;города;;img20251126_13115718.tif
img20251126_13115718_121.jpg;(с;;img20251126_13115718.tif
img20251126_13115718_122.jpg;насе-;;img20251126_13115718.tif
img20251126_13115718_123.jpg;Поселки;;img20251126_13115718.tif
img20251126_13115718_124.jpg;nenuen;;img20251126_13115718.tif
img20251126_13115718_125.jpg;50000;;img20251126_13115718.tif
img20251126_13115718_126.jpg;житалей;;img20251126_13115718.tif
img20251126_13115718_127.jpg;Foo;;img20251126_13115718.tif
img20251126_13115718_128.jpg;ACCP;;img20251126_13115718.tif
img20251126_13115718_129.jpg;центры;;img20251126_13115718.tif
img20251126_13115718_130.jpg;областей;;img20251126_13115718.tif
img20251126_13115718_131.jpg;более);;img20251126_13115718.tif
img20251126_13115718_132.jpg;muna;;img20251126_13115718.tif
img20251126_13115718_133.jpg;Центры;;img20251126_13115718.tif
img20251126_13115718_134.jpg;районов;;img20251126_13115718.tif
img20251126_13115718_135.jpg;сантиметре;;img20251126_13115718.tif
img20251126_13115718_136.jpg;10;;img20251126_13115718.tif
img20251126_13115718_137.jpg;нилом;;img20251126_13115718.tif
img20251126_13115718_138.jpg;Малые;;img20251126_13115718.tif
img20251126_13115718_139.jpg;города;;img20251126_13115718.tif
img20251126_13115718_140.jpg;(с;;img20251126_13115718.tif
img20251126_13115718_141.jpg;населени-;;img20251126_13115718.tif
img20251126_13115718_142.jpg;ем;;img20251126_13115718.tif
img20251126_13115718_143.jpg;менее;;img20251126_13115718.tif
img20251126_13115718_144.jpg;50000;;img20251126_13115718.tif
img20251126_13115718_145.jpg;жителей);;img20251126_13115718.tif
img20251126_13115718_146.jpg;10;;img20251126_13115718.tif
img20251126_13115718_147.jpg;10;;img20251126_13115718.tif
img20251126_13115718_148.jpg;поселки;;img20251126_13115718.tif
img20251126_13115718_149.jpg;городского;;img20251126_13115718.tif
img20251126_13115718_150.jpg;muna;;img20251126_13115718.tif
img20251126_13115718_151.jpg;ии;;img20251126_13115718.tif
img20251126_13115718_152.jpg;Носелок;;img20251126_13115718.tif
img20251126_13115718_153.jpg;городского;;img20251126_13115718.tif
img20251126_13115718_154.jpg;muna;;img20251126_13115718.tif
img20251126_13115718_155.jpg;Станции;;img20251126_13115718.tif
img20251126_13115718_156.jpg;разъезды,;;img20251126_13115718.tif
img20251126_13115718_157.jpg;мосты;;img20251126_13115718.tif
img20251126_13115718_158.jpg;Проекция;;img20251126_13115718.tif
img20251126_13115718_159.jpg;равноугольная;;img20251126_13115718.tif
img20251126_13115718_160.jpg;Города;;img20251126_13115718.tif
img20251126_13115718_161.jpg;поселки;;img20251126_13115718.tif
img20251126_13115718_162.jpg;городсного;;img20251126_13115718.tif
img20251126_13115718_163.jpg;типа:;;img20251126_13115718.tif
img20251126_13115718_164.jpg;количеством;;img20251126_13115718.tif
img20251126_13115718_165.jpg;жителей:;;img20251126_13115718.tif
img20251126_13115718_166.jpg;Автомагистрали;;img20251126_13115718.tif
img20251126_13115718_167.jpg;РЕЛ;;img20251126_13115718.tif
img20251126_13115718_168.jpg;через;;img20251126_13115718.tif
img20251126_13115718_169.jpg;50;;img20251126_13115718.tif
img20251126_13115718_170.jpg;метров;;img20251126_13115718.tif
img20251126_13115718_171.jpg;Судоходные;;img20251126_13115718.tif
img20251126_13115718_172.jpg;реки;;img20251126_13115718.tif
img20251126_13115718_173.jpg;Начало;;img20251126_13115718.tif
img20251126_13115718_174.jpg;судоходства;;img20251126_13115718.tif
img20251126_13115718_175.jpg;Отметки;;img20251126_13115718.tif
img20251126_13115718_176.jpg;урезов;;img20251126_13115718.tif
img20251126_13115718_177.jpg;воды;;img20251126_13115718.tif
img20251126_13115718_178.jpg;Строящиеся;;img20251126_13115718.tif
img20251126_13115718_179.jpg;водохранилища;;img20251126_13115718.tif
img20251126_13115718_180.jpg;Пристани;;img20251126_13115718.tif
img20251126_13115718_181.jpg;якорные;;img20251126_13115718.tif
img20251126_13115718_182.jpg;стоянки;;img20251126_13115718.tif
img20251126_13115718_183.jpg;Плотины;;img20251126_13115718.tif
img20251126_13162008_184.jpg;АВЛ;;img20251126_13162008.tif
img20251126_13162008_185.jpg;ЗИИ;;img20251126_13162008.tif
img20251126_13162008_186.jpg;КАРТОГРА‹;;img20251126_13162008.tif
img20251126_13162008_187.jpg;СССР.;;img20251126_13162008.tif
img20251126_13162008_188.jpg;РСФСР;;img20251126_13162008.tif
img20251126_13162008_189.jpg;ГЛАВНОЕ;;img20251126_13162008.tif
img20251126_13162008_190.jpg;ГЕОДЕ;;img20251126_13162008.tif
img20251126_13162008_191.jpg;ГОРЬКИ];;img20251126_13162008.tif
img20251126_13162008_192.jpg;)));;img20251126_13162008.tif
img20251126_13162008_193.jpg;Рамешки;;img20251126_13162008.tif
img20251126_13162008_194.jpg;Меледино;;img20251126_13162008.tif
img20251126_13162008_195.jpg;Спирдово;;img20251126_13162008.tif
img20251126_13162008_196.jpg;Зелёенцыно;;img20251126_13162008.tif
img20251126_13162008_197.jpg;Жанышево;;img20251126_13162008.tif
img20251126_13162008_198.jpg;oy;;img20251126_13162008.tif
img20251126_13162008_199.jpg;Антушево;;img20251126_13162008.tif
img20251126_13162008_200.jpg;_Судиславль;;img20251126_13162008.tif
img20251126_13162008_201.jpg;БОВ;;img20251126_13162008.tif
img20251126_13162008_202.jpg;ae;;img20251126_13162008.tif
img20251126_13210079_203.jpg;{АРТОГРАФИИ;;img20251126_13210079.tif
img20251126_13210079_204.jpg;при;;img20251126_13210079.tif
img20251126_13210079_205.jpg;СОВЕТЕ;;img20251126_13210079.tif
img20251126_13210079_206.jpg;МИНИСТРОВ;;img20251126_13210079.tif
img20251126_13210079_207.jpg;СССР;;img20251126_13210079.tif
img20251126_13210079_208.jpg;РЬКИЙ;;img20251126_13210079.tif
img20251126_13210079_209.jpg;Вел.Устюг;;img20251126_13210079.tif
img20251126_13210079_210.jpg;=!;;img20251126_13210079.tif
img20251126_13210079_211.jpg;ьинское;;img20251126_13210079.tif
img20251126_13210079_212.jpg;#2;;img20251126_13210079.tif
img20251126_13210079_213.jpg;22;;img20251126_13210079.tif
img20251126_13210079_214.jpg;я.;;img20251126_13210079.tif
img20251126_13210079_215.jpg;Ко;;img20251126_13210079.tif
img20251126_13210079_216.jpg;Негановская;;img20251126_13210079.tif
img20251126_13210079_217.jpg;=>;;img20251126_13210079.tif
img20251126_13210079_218.jpg;Fy;;img20251126_13210079.tif
img20251126_13210079_219.jpg;rege;;img20251126_13210079.tif
img20251126_13210079_220.jpg;Bot?;;img20251126_13210079.tif
img20251126_13210079_221.jpg;буковск;;img20251126_13210079.tif
img20251126_13210079_222.jpg;в];;img20251126_13210079.tif
img20251126_13210079_223.jpg;aty.;;img20251126_13210079.tif
img20251126_13210079_224.jpg;ЧИ;;img20251126_13210079.tif
img20251126_13210079_225.jpg;roel;;img20251126_13210079.tif
img20251126_13210079_226.jpg;GAN;;img20251126_13210079.tif
img20251126_13210079_227.jpg;DIF;;img20251126_13210079.tif
img20251126_13210079_228.jpg;BU;;img20251126_13210079.tif
img20251126_13210079_229.jpg;BS;;img20251126_13210079.tif
img20251126_13210079_230.jpg;ES;;img20251126_13210079.tif
img20251126_13210079_231.jpg;Игнашенки;;img20251126_13210079.tif
img20251126_13210079_232.jpg;Холмы;;img20251126_13210079.tif
img20251126_13251656_233.jpg;¥TOER;;img20251126_13251656.tif
img20251126_13251656_234.jpg;HOBO;;img20251126_13251656.tif
img20251126_13251656_235.jpg;Кузне;;img20251126_13251656.tif
img20251126_13251656_236.jpg;an;;img20251126_13251656.tif
img20251126_13251656_237.jpg;Кр.Полянь;;img20251126_13251656.tif
img20251126_13251656_238.jpg;oe;;img20251126_13251656.tif
img20251126_13251656_239.jpg;AD;;img20251126_13251656.tif
img20251126_13251656_240.jpg;yey;;img20251126_13251656.tif
img20251126_13251656_241.jpg;Казань;;img20251126_13251656.tif
img20251126_13251656_242.jpg;Горький;;img20251126_13251656.tif
img20251126_13251656_243.jpg;СХЕМА;;img20251126_13251656.tif
img20251126_13251656_244.jpg;АДМИНИСТРАТИВНОГО;;img20251126_13251656.tif
img20251126_13251656_245.jpg;ДЕЛЕНИЯ;;img20251126_13251656.tif
img20251126_13251656_246.jpg;1000;;img20251126_13251656.tif
img20251126_13251656_247.jpg;000;;img20251126_13251656.tif
img20251126_13251656_248.jpg;тре;;img20251126_13251656.tif
img20251126_13251656_249.jpg;10;;img20251126_13251656.tif
img20251126_13251656_250.jpg;километров;;img20251126_13251656.tif
img20251126_13251656_251.jpg;50;;img20251126_13251656.tif
img20251126_13251656_252.jpg;60;;img20251126_13251656.tif
img20251126_13251656_253.jpg;70;;img20251126_13251656.tif
img20251126_13251656_254.jpg;80;;img20251126_13251656.tif
img20251126_13251656_255.jpg;90;;img20251126_13251656.tif
img20251126_13251656_256.jpg;поперечно-цилиндрическая;;img20251126_13251656.tif
img20251126_13251656_257.jpg;Гаусса;;img20251126_13251656.tif
img20251126_13251656_258.jpg;РЕЛЬЕФА;;img20251126_13251656.tif
img20251126_13251656_259.jpg;рез;;img20251126_13251656.tif
img20251126_13251656_260.jpg;50;;img20251126_13251656.tif
img20251126_13251656_261.jpg;метров;;img20251126_13251656.tif
img20251126_13251656_262.jpg;Вологодская;;img20251126_13251656.tif
img20251126_13251656_263.jpg;область;;img20251126_13251656.tif
img20251126_13251656_264.jpg;Костромская;;img20251126_13251656.tif
img20251126_13251656_265.jpg;область;;img20251126_13251656.tif
img20251126_13251656_266.jpg;Кировская;;img20251126_13251656.tif
img20251126_13251656_267.jpg;область;;img20251126_13251656.tif
img20251126_13251656_268.jpg;Редкие;;img20251126_13251656.tif
img20251126_13251656_269.jpg;леса;;img20251126_13251656.tif
img20251126_13251656_270.jpg;Ивановская;;img20251126_13251656.tif
img20251126_13251656_271.jpg;область;;img20251126_13251656.tif
img20251126_13251656_272.jpg;Горьковская;;img20251126_13251656.tif
img20251126_13251656_273.jpg;область;;img20251126_13251656.tif
img20251126_13251656_274.jpg;Владимирская;;img20251126_13251656.tif
img20251126_13251656_275.jpg;область;;img20251126_13251656.tif
img20251126_13251656_276.jpg;Обрывы;;img20251126_13251656.tif
img20251126_13251656_277.jpg;Марийская;;img20251126_13251656.tif
img20251126_13251656_278.jpg;АССР;;img20251126_13251656.tif
img20251126_13251656_279.jpg;Чувашская;;img20251126_13251656.tif
img20251126_13251656_280.jpg;АССР;;img20251126_13251656.tif
img20251126_13251656_281.jpg;цы;;img20251126_13251656.tif
img20251126_13251656_282.jpg;Бол;;img20251126_13251656.tif
img20251126_13251656_283.jpg;ушнур(;;img20251126_13251656.tif
img20251126_13251656_284.jpg;CF;;img20251126_13251656.tif
img20251126_13251656_285.jpg;“Q;;img20251126_13251656.tif
img20251126_13251656_286.jpg;fo;;img20251126_13251656.tif
img20251126_13251656_287.jpg;СХЕМА;;img20251126_13251656.tif
img20251126_13251656_288.jpg;РАСПОЛОЖЕНИЯ`;;img20251126_13251656.tif
img20251126_13251656_289.jpg;ПРИЛЕГАЮЩИХ;;img20251126_13251656.tif
img20251126_13251656_290.jpg;ЛИСТОВ;;img20251126_13251656.tif
img20251126_13251656_291.jpg;P-37,38;;img20251126_13251656.tif
img20251126_13251656_292.jpg;КОТЛАС;;img20251126_13251656.tif
img20251126_13251656_293.jpg;0-37;;img20251126_13251656.tif
img20251126_13251656_294.jpg;ЯРОСЛАВЛЬ;;img20251126_13251656.tif
img20251126_13251656_295.jpg;0-39;;img20251126_13251656.tif
img20251126_13251656_296.jpg;ИЖЕВСК;;img20251126_13251656.tif
img20251126_13251656_297.jpg;МОСКВА;;img20251126_13251656.tif
img20251126_13251656_298.jpg;КАЗАНЬ;;img20251126_13251656.tif
img20251126_13251656_299.jpg;КУЙБЫШЕВ;;img20251126_13251656.tif
img20251126_13251656_300.jpg;Ya;;img20251126_13251656.tif
img20251126_13251656_301.jpg;ба;;img20251126_13251656.tif
img20251126_13251656_302.jpg;29;;img20251126_13251656.tif
img20251126_13251656_303.jpg;77);;img20251126_13251656.tif
img20251126_13251656_304.jpg;BK;;img20251126_13251656.tif
img20251126_13251656_305.jpg;AN;;img20251126_13251656.tif
img20251126_13251656_306.jpg;wo;;img20251126_13251656.tif
img20251126_13251656_307.jpg;=>;;img20251126_13251656.tif
img20251126_13251656_308.jpg;=.;;img20251126_13251656.tif
img20251126_13251656_309.jpg;>:;;img20251126_13251656.tif
img20251126_13251656_310.jpg;Sons;;img20251126_13251656.tif
img20251126_13251656_311.jpg;Цивильск;;img20251126_13251656.tif
img20251126_13251656_312.jpg;Нарта;;img20251126_13251656.tif
img20251126_13251656_313.jpg;составлена;;img20251126_13251656.tif
img20251126_13251656_314.jpg;подготовлена;;img20251126_13251656.tif
img20251126_13251656_315.jpg;изданию;;img20251126_13251656.tif
img20251126_13251656_316.jpg;1989;;img20251126_13251656.tif
img20251126_13251656_317.jpg;г.;;img20251126_13251656.tif
img20251126_13251656_318.jpg;Московским;;img20251126_13251656.tif
img20251126_13251656_319.jpg;на;;img20251126_13251656.tif
img20251126_13251656_320.jpg;Трудового;;img20251126_13251656.tif
img20251126_13251656_321.jpg;Нрасного;;img20251126_13251656.tif
img20251126_13251656_322.jpg;Знамени;;img20251126_13251656.tif
img20251126_13251656_323.jpg;аэрогеодезическим;;img20251126_13251656.tif
img20251126_13251656_324.jpg;Предприятием;;img20251126_13251656.tif
img20251126_13251656_325.jpg;ГУГН;;img20251126_13251656.tif
img20251126_13251656_326.jpg;СССР,;;img20251126_13251656.tif
img20251126_13251656_327.jpg;109125;;img20251126_13251656.tif
img20251126_13251656_328.jpg;г.Моснва,;;img20251126_13251656.tif
img20251126_13251656_329.jpg;Вол-;;img20251126_13251656.tif
img20251126_13251656_330.jpg;гоградский;;img20251126_13251656.tif
img20251126_13251656_331.jpg;проспент,;;img20251126_13251656.tif
img20251126_13251656_332.jpg;45.;;img20251126_13251656.tif
img20251126_13251656_333.jpg;Редактор;;img20251126_13251656.tif
img20251126_13251656_334.jpg;Л.Н.Михалина;;img20251126_13251656.tif
img20251126_13251656_335.jpg;Технический;;img20251126_13251656.tif
img20251126_13251656_336.jpg;редактор;;img20251126_13251656.tif
img20251126_13251656_337.jpg;Е.;;img20251126_13251656.tif
img20251126_13251656_338.jpg;Ю.Винник;;img20251126_13251656.tif
img20251126_13251656_339.jpg;Подписана;;img20251126_13251656.tif
img20251126_13251656_340.jpg;печати;;img20251126_13251656.tif
img20251126_13251656_341.jpg;10.01.90r.;;img20251126_13251656.tif
img20251126_13251656_342.jpg;Тираж;;img20251126_13251656.tif
img20251126_13251656_343.jpg;30000экз.Заказ№305;;img20251126_13251656.tif
img20251126_13251656_344.jpg;Отпечатана;;img20251126_13251656.tif
img20251126_13251656_345.jpg;на;;img20251126_13251656.tif
img20251126_13251656_346.jpg;ПО.;;img20251126_13251656.tif
img20251126_13251656_347.jpg;Латвгеокарта“;;img20251126_13251656.tif
img20251126_13251656_348.jpg;ГУГК;;img20251126_13251656.tif
img20251126_13251656_349.jpg;СССР;;img20251126_13251656.tif
img20251126_13251656_350.jpg;926004;;img20251126_13251656.tif
img20251126_13251656_351.jpg;Снятие;;img20251126_13251656.tif
img20251126_13251656_352.jpg;копий(размножение);;img20251126_13251656.tif
img20251126_13251656_353.jpg;без;;img20251126_13251656.tif
img20251126_13251656_354.jpg;согласования;;img20251126_13251656.tif
img20251126_13251656_355.jpg;органами;;img20251126_13251656.tif
img20251126_13251656_356.jpg;Государственного;;img20251126_13251656.tif
img20251126_13251656_357.jpg;геодезического;;img20251126_13251656.tif
img20251126_13251656_358.jpg;надзора;;img20251126_13251656.tif
img20251126_13251656_359.jpg;СССР;;img20251126_13251656.tif
img20251126_13251656_360.jpg;не;;img20251126_13251656.tif
img20251126_13251656_361.jpg;разрешается.;;img20251126_13251656.tif
img20251126_13251656_362.jpg;ГУГК;;img20251126_13251656.tif
img20251126_13251656_363.jpg;СССР;;img20251126_13251656.tif
img20251126_13251656_364.jpg;1990г.;;img20251126_13251656.tif
img20251126_13251656_365.jpg;Цена;;img20251126_13251656.tif
img20251126_13251656_366.jpg;Труб.2Окоп.;;img20251126_13251656.tif
img20251126_13251656_367.jpg;будут;;img20251126_13251656.tif
img20251126_13251656_368.jpg;учтены;;img20251126_13251656.tif
img20251126_13251656_369.jpg;при;;img20251126_13251656.tif
img20251126_13251656_370.jpg;последующих;;img20251126_13251656.tif
img20251126_13251656_371.jpg;изданиях.;;img20251126_13251656.tif
img20251126_13251656_372.jpg;происшедшие;;img20251126_13251656.tif
img20251126_13251656_373.jpg;на;;img20251126_13251656.tif
img20251126_13251656_374.jpg;местности;;img20251126_13251656.tif
img20251126_13251656_375.jpg;CO;;img20251126_13251656.tif
img20251126_13251656_376.jpg;времени;;img20251126_13251656.tif
img20251126_13251656_377.jpg;создания;;img20251126_13251656.tif
img20251126_13251656_378.jpg;карты,;;img20251126_13251656.tif
img20251126_13251656_379.jpg;Изменения,;;img20251126_13251656.tif
